Date,Stock Name,score
2021-10-13,XPEV,0.5106
2021-10-13,ZS,0.36199999999999993
2021-10-14,AAPL,0.5048600000000001
2021-10-14,AMD,0.5995285714285714
2021-10-14,AMZN,0.36525555555555556
2021-10-14,BA,0.28099999999999997
2021-10-14,CRM,0.7177
2021-10-14,DIS,0.2787
2021-10-14,ENPH,0.8748
2021-10-14,GOOG,0.4215
2021-10-14,INTC,-0.6792
2021-10-14,META,0.4185875
2021-10-14,MSFT,0.36525555555555556
2021-10-14,NFLX,0.9294
2021-10-14,NIO,0.49402
2021-10-14,PG,0.36525555555555556
2021-10-14,PYPL,0.1779
2021-10-14,TSLA,0.15842523364485978
2021-10-14,TSM,-0.01282400000000001
2021-10-14,XPEV,0.5965
2021-10-15,AAPL,0.1303571428571429
2021-10-15,AMD,0.5381666666666667
2021-10-15,AMZN,0.019457142857142864
2021-10-15,BA,0.43462500000000004
2021-10-15,COST,0.9042
2021-10-15,CRM,0.0
2021-10-15,DIS,0.3982
2021-10-15,KO,0.0
2021-10-15,META,0.5864
2021-10-15,MSFT,0.019457142857142864
2021-10-15,NFLX,0.15785
2021-10-15,NIO,0.11804285714285714
2021-10-15,PG,0.019457142857142864
2021-10-15,PYPL,0.23420000000000002
2021-10-15,TSLA,0.08031830985915495
2021-10-15,TSM,0.16431923076923077
2021-10-15,VZ,0.0
2021-10-15,XPEV,0.36585
2021-10-16,AAPL,0.45454
2021-10-16,AMD,0.68115
2021-10-16,AMZN,0.16918333333333332
2021-10-16,BA,-0.5367
2021-10-16,COST,0.3412
2021-10-16,DIS,0.34
2021-10-16,GOOG,0.5423
2021-10-16,INTC,0.1582
2021-10-16,META,0.35015
2021-10-16,MSFT,0.16918333333333332
2021-10-16,NFLX,0.33072
2021-10-16,NIO,0.6458000000000002
2021-10-16,PG,0.16918333333333332
2021-10-16,TSLA,0.22017567567567561
2021-10-16,TSM,0.27138461538461545
2021-10-16,VZ,0.1582
2021-10-16,XPEV,0.8481
2021-10-17,AAPL,0.2890222222222222
2021-10-17,AMD,0.28117142857142857
2021-10-17,AMZN,0.2802375
2021-10-17,BA,-0.11455000000000001
2021-10-17,BX,0.0
2021-10-17,CRM,0.8573
2021-10-17,ENPH,-0.5106
2021-10-17,GOOG,0.56765
2021-10-17,INTC,0.10546666666666667
2021-10-17,META,0.4785333333333333
2021-10-17,MSFT,0.2802375
2021-10-17,NFLX,0.1957625
2021-10-17,NIO,0.24290000000000003
2021-10-17,PG,0.2802375
2021-10-17,PYPL,0.8805
2021-10-17,TSLA,0.21552755102040805
2021-10-17,TSM,0.17940434782608694
2021-10-17,VZ,0.1582
2021-10-17,XPEV,0.41000000000000003
2021-10-18,AAPL,0.26170000000000004
2021-10-18,AMD,0.3712777777777778
2021-10-18,AMZN,0.061642857142857145
2021-10-18,BA,0.526
2021-10-18,BX,0.4939
2021-10-18,COST,0.886
2021-10-18,DIS,0.41000000000000003
2021-10-18,GOOG,0.19593333333333338
2021-10-18,INTC,-0.5423
2021-10-18,KO,0.443
2021-10-18,META,0.23406000000000002
2021-10-18,MSFT,0.061642857142857145
2021-10-18,NFLX,0.30358
2021-10-18,NIO,0.19447368421052633
2021-10-18,PG,0.061642857142857145
2021-10-18,PYPL,-0.6096
2021-10-18,TSLA,0.21914324324324325
2021-10-18,TSM,0.1570608695652174
2021-10-18,XPEV,0.5256
2021-10-18,ZS,0.1531
2021-10-19,AAPL,0.2887642857142857
2021-10-19,AMD,0.53284
2021-10-19,AMZN,0.3220875
2021-10-19,BA,0.3426
2021-10-19,COST,0.0
2021-10-19,CRM,0.2023
2021-10-19,DIS,0.2252
2021-10-19,ENPH,0.2481
2021-10-19,GOOG,0.3080333333333333
2021-10-19,INTC,0.2481
2021-10-19,META,-0.058833333333333356
2021-10-19,MSFT,0.3220875
2021-10-19,NFLX,0.060314285714285716
2021-10-19,NIO,0.3484133333333333
2021-10-19,PG,0.3220875
2021-10-19,PYPL,0.2023
2021-10-19,TSLA,0.15556607142857143
2021-10-19,TSM,0.3023448275862069
2021-10-19,VZ,0.0
2021-10-19,ZS,0.424725
2021-10-20,AAPL,0.21322999999999998
2021-10-20,AMD,0.805825
2021-10-20,AMZN,0.09723333333333332
2021-10-20,BA,0.6983
2021-10-20,COST,0.34
2021-10-20,DIS,0.886
2021-10-20,GOOG,0.8748
2021-10-20,KO,0.5106
2021-10-20,META,0.24071578947368424
2021-10-20,MSFT,0.09723333333333332
2021-10-20,NFLX,0.1772
2021-10-20,NIO,0.08664444444444445
2021-10-20,PG,0.09723333333333332
2021-10-20,PYPL,0.07950434782608695
2021-10-20,TSLA,0.12289999999999995
2021-10-20,TSM,0.16801636363636363
2021-10-21,AAPL,0.05778
2021-10-21,AMD,0.42898666666666674
2021-10-21,AMZN,-0.07101666666666667
2021-10-21,BA,0.25
2021-10-21,BX,0.6114
2021-10-21,CRM,0.25
2021-10-21,DIS,0.0
2021-10-21,GOOG,-0.6263500000000001
2021-10-21,INTC,0.18885000000000002
2021-10-21,KO,0.5574
2021-10-21,META,-0.07812727272727275
2021-10-21,MSFT,-0.07101666666666667
2021-10-21,NFLX,-0.1858
2021-10-21,NIO,0.2844285714285714
2021-10-21,PG,-0.07101666666666667
2021-10-21,PYPL,-0.0784888888888889
2021-10-21,TSLA,0.18600055555555559
2021-10-21,TSM,0.15720384615384614
2021-10-21,VZ,0.3612
2021-10-22,AAPL,0.18281999999999993
2021-10-22,AMD,0.37518
2021-10-22,AMZN,-0.05655833333333332
2021-10-22,BA,0.2553
2021-10-22,COST,0.14503333333333335
2021-10-22,CRM,0.0
2021-10-22,GOOG,-0.0795
2021-10-22,INTC,-0.6318
2021-10-22,META,0.22694210526315786
2021-10-22,MSFT,-0.05655833333333332
2021-10-22,NFLX,0.4137
2021-10-22,NIO,0.35308333333333336
2021-10-22,PG,-0.05655833333333332
2021-10-22,PYPL,-0.29295
2021-10-22,TSLA,0.1931622754491017
2021-10-22,TSM,0.2221923076923077
2021-10-23,AAPL,0.18732500000000002
2021-10-23,AMD,0.12323333333333335
2021-10-23,AMZN,0.194875
2021-10-23,BA,0.0
2021-10-23,COST,0.72475
2021-10-23,ENPH,0.3811
2021-10-23,GOOG,0.32415
2021-10-23,KO,0.0
2021-10-23,META,0.18157500000000001
2021-10-23,MSFT,0.194875
2021-10-23,NFLX,0.0
2021-10-23,NIO,0.3782
2021-10-23,PG,0.194875
2021-10-23,PYPL,0.7087
2021-10-23,TSLA,0.21691166666666664
2021-10-23,TSM,0.11578076923076923
2021-10-24,AAPL,0.5290900000000001
2021-10-24,AMD,0.29288571428571425
2021-10-24,AMZN,0.20829999999999996
2021-10-24,BA,0.1591
2021-10-24,COST,0.6170500000000001
2021-10-24,CRM,0.1909
2021-10-24,GOOG,0.7244
2021-10-24,INTC,0.886
2021-10-24,KO,0.443
2021-10-24,META,0.11305454545454546
2021-10-24,MSFT,0.20829999999999996
2021-10-24,NFLX,0.7964
2021-10-24,NIO,0.5157
2021-10-24,PG,0.20829999999999996
2021-10-24,PYPL,0.3818
2021-10-24,TSLA,0.26987846153846157
2021-10-24,TSM,0.18284848484848484
2021-10-24,VZ,0.886
2021-10-24,XPEV,0.24483333333333335
2021-10-25,AAPL,0.16920000000000002
2021-10-25,AMD,0.11831666666666668
2021-10-25,AMZN,-0.04370714285714285
2021-10-25,BA,0.0
2021-10-25,DIS,0.2202
2021-10-25,ENPH,0.3399
2021-10-25,GOOG,0.0
2021-10-25,INTC,0.4995
2021-10-25,KO,0.128
2021-10-25,META,0.11437659574468086
2021-10-25,MSFT,-0.04370714285714285
2021-10-25,NFLX,-0.428
2021-10-25,NIO,0.2328
2021-10-25,PG,-0.04370714285714285
2021-10-25,PYPL,0.02488571428571429
2021-10-25,TSLA,0.2042370129870129
2021-10-25,TSM,0.133303125
2021-10-25,VZ,0.128
2021-10-25,XPEV,0.0
2021-10-25,ZS,0.5106
2021-10-26,AAPL,0.11575555555555556
2021-10-26,AMD,0.04986190476190477
2021-10-26,AMZN,0.14376250000000002
2021-10-26,BA,0.0
2021-10-26,DIS,0.4218
2021-10-26,ENPH,-0.4463
2021-10-26,GOOG,0.054966666666666664
2021-10-26,INTC,-0.1901
2021-10-26,KO,0.0
2021-10-26,META,0.11865000000000002
2021-10-26,MSFT,0.14376250000000002
2021-10-26,NFLX,0.7506
2021-10-26,NIO,0.2955666666666667
2021-10-26,PG,0.14376250000000002
2021-10-26,TSLA,0.17766932773109237
2021-10-26,TSM,0.1969705882352941
2021-10-26,VZ,0.4767
2021-10-26,XPEV,-0.3398
2021-10-27,AAPL,-0.045207142857142855
2021-10-27,AMD,0.14973749999999997
2021-10-27,AMZN,0.17536250000000003
2021-10-27,DIS,-0.1147
2021-10-27,GOOG,0.26759
2021-10-27,KO,0.0
2021-10-27,META,0.1225777777777778
2021-10-27,MSFT,0.17536250000000003
2021-10-27,NFLX,0.34
2021-10-27,NIO,0.3087
2021-10-27,PG,0.17536250000000003
2021-10-27,PYPL,0.0
2021-10-27,TSLA,0.1382327683615819
2021-10-27,TSM,0.1763410256410256
2021-10-27,XPEV,0.7063
2021-10-28,AAPL,0.025634482758620684
2021-10-28,AMD,0.5318499999999999
2021-10-28,AMZN,-0.0014500000000000094
2021-10-28,DIS,0.25
2021-10-28,ENPH,0.2369
2021-10-28,GOOG,0.3712
2021-10-28,INTC,0.2808
2021-10-28,META,0.1682862745098039
2021-10-28,MSFT,-0.0014500000000000094
2021-10-28,NFLX,0.07543333333333334
2021-10-28,NIO,0.3229
2021-10-28,PG,-0.0014500000000000094
2021-10-28,PYPL,0.15164999999999998
2021-10-28,TSLA,0.18528720000000004
2021-10-28,TSM,0.16342753623188405
2021-10-28,XPEV,0.5473
2021-10-29,AAPL,0.2058033333333333
2021-10-29,AMD,0.53075
2021-10-29,AMZN,0.14044687500000003
2021-10-29,CRM,0.0
2021-10-29,DIS,0.0
2021-10-29,ENPH,0.38305
2021-10-29,GOOG,0.05355000000000001
2021-10-29,INTC,0.6596
2021-10-29,META,0.28805600000000003
2021-10-29,MSFT,0.14044687500000003
2021-10-29,NFLX,0.2553
2021-10-29,NIO,0.35550714285714285
2021-10-29,PG,0.14044687500000003
2021-10-29,PYPL,0.0
2021-10-29,TSLA,0.1472793650793651
2021-10-29,TSM,0.27011724137931037
2021-10-29,VZ,-0.6486
2021-10-29,XPEV,0.3612
2021-10-29,ZS,0.7661
2021-10-30,AAPL,0.12291250000000001
2021-10-30,AMD,0.36955
2021-10-30,AMZN,0.4034
2021-10-30,DIS,-0.037950000000000005
2021-10-30,ENPH,0.5859666666666667
2021-10-30,GOOG,0.7469
2021-10-30,META,0.15590909090909089
2021-10-30,MSFT,0.4034
2021-10-30,NFLX,0.0
2021-10-30,NIO,0.5582571428571429
2021-10-30,PG,0.4034
2021-10-30,TSLA,0.3095568421052632
2021-10-30,TSM,0.05025238095238095
2021-10-30,XPEV,0.61515
2021-10-30,ZS,0.12925
2021-10-31,AAPL,0.4619714285714286
2021-10-31,AMD,0.6486
2021-10-31,AMZN,0.6356166666666667
2021-10-31,ENPH,0.48955000000000004
2021-10-31,GOOG,0.81105
2021-10-31,KO,0.7783
2021-10-31,META,-0.0625
2021-10-31,MSFT,0.6356166666666667
2021-10-31,NFLX,0.17556666666666665
2021-10-31,NIO,0.13396666666666665
2021-10-31,PG,0.6356166666666667
2021-10-31,PYPL,0.43745
2021-10-31,TSLA,0.30518686868686856
2021-10-31,TSM,0.22740454545454547
2021-10-31,XPEV,0.6872
2021-11-01,AAPL,0.2509888888888889
2021-11-01,AMD,0.6605833333333333
2021-11-01,AMZN,0.3739363636363636
2021-11-01,COST,0.9001
2021-11-01,DIS,0.2263
2021-11-01,ENPH,0.24875000000000003
2021-11-01,GOOG,0.17020000000000002
2021-11-01,META,0.12241249999999998
2021-11-01,MSFT,0.3739363636363636
2021-11-01,NIO,0.3830125
2021-11-01,PG,0.3739363636363636
2021-11-01,TSLA,0.21141072796934854
2021-11-01,TSM,0.11275616438356166
2021-11-01,XPEV,0.516275
2021-11-02,AAPL,0.23736923076923075
2021-11-02,AMD,0.3702533333333334
2021-11-02,AMZN,0.3366142857142857
2021-11-02,BA,0.6302
2021-11-02,COST,0.0
2021-11-02,DIS,-0.28595
2021-11-02,ENPH,0.6115
2021-11-02,GOOG,0.42483333333333334
2021-11-02,INTC,0.0
2021-11-02,KO,0.24975
2021-11-02,META,0.2325125
2021-11-02,MSFT,0.3366142857142857
2021-11-02,NFLX,0.36895
2021-11-02,NIO,0.23864545454545458
2021-11-02,PG,0.3366142857142857
2021-11-02,PYPL,0.536375
2021-11-02,TSLA,0.15545317073170734
2021-11-02,TSM,0.2533404255319148
2021-11-02,XPEV,0.1806
2021-11-03,AAPL,0.0363
2021-11-03,AMD,-0.04838
2021-11-03,AMZN,0.2607285714285715
2021-11-03,BA,0.0
2021-11-03,BX,-0.2023
2021-11-03,COST,0.0
2021-11-03,CRM,0.0
2021-11-03,DIS,0.5554666666666667
2021-11-03,F,-0.2732
2021-11-03,GOOG,0.16185
2021-11-03,META,0.32001666666666667
2021-11-03,MSFT,0.2607285714285715
2021-11-03,NFLX,0.21075
2021-11-03,NIO,0.43621
2021-11-03,NOC,-0.2732
2021-11-03,PG,0.2607285714285715
2021-11-03,PYPL,0.3895666666666666
2021-11-03,TSLA,0.14722846153846156
2021-11-03,TSM,0.09298333333333333
2021-11-04,AAPL,0.0980727272727273
2021-11-04,AMD,0.12780833333333333
2021-11-04,AMZN,0.34393333333333337
2021-11-04,BA,0.7555
2021-11-04,GOOG,0.0993
2021-11-04,KO,0.0
2021-11-04,META,0.40647500000000003
2021-11-04,MSFT,0.34393333333333337
2021-11-04,NFLX,0.66335
2021-11-04,NIO,0.22531111111111113
2021-11-04,PG,0.34393333333333337
2021-11-04,PYPL,0.48056666666666664
2021-11-04,TSLA,0.1999832214765101
2021-11-04,TSM,0.23909666666666665
2021-11-04,VZ,0.0
2021-11-04,XPEV,0.0
2021-11-05,AAPL,0.10932222222222222
2021-11-05,AMD,0.20583999999999997
2021-11-05,AMZN,0.27975
2021-11-05,BA,0.1779
2021-11-05,BX,0.4019
2021-11-05,COST,0.75995
2021-11-05,DIS,0.35875
2021-11-05,GOOG,0.5177400000000001
2021-11-05,INTC,-0.10139999999999999
2021-11-05,META,0.2092
2021-11-05,MSFT,0.27975
2021-11-05,NFLX,0.2526333333333333
2021-11-05,NIO,0.27963076923076924
2021-11-05,PG,0.27975
2021-11-05,PYPL,0.04295
2021-11-05,TSLA,0.23387640449438196
2021-11-05,TSM,0.06921176470588236
2021-11-05,VZ,0.34
2021-11-05,XPEV,0.4431
2021-11-05,ZS,0.0
2021-11-06,AAPL,0.3955
2021-11-06,AMD,0.5368142857142857
2021-11-06,AMZN,0.33588
2021-11-06,BA,0.5228833333333333
2021-11-06,COST,0.0
2021-11-06,DIS,0.29189999999999994
2021-11-06,GOOG,0.27416666666666667
2021-11-06,INTC,0.2023
2021-11-06,KO,0.0
2021-11-06,META,0.40136666666666665
2021-11-06,MSFT,0.33588
2021-11-06,NFLX,0.23830000000000004
2021-11-06,NIO,0.26734285714285716
2021-11-06,PG,0.33588
2021-11-06,PYPL,0.12301999999999999
2021-11-06,TSLA,0.23455963302752297
2021-11-06,TSM,0.141515625
2021-11-06,VZ,0.8057
2021-11-06,ZS,0.0
2021-11-07,AAPL,0.2605571428571429
2021-11-07,AMD,0.2096375
2021-11-07,AMZN,0.25279090909090907
2021-11-07,BA,0.1792
2021-11-07,BX,0.3404
2021-11-07,COST,0.0
2021-11-07,DIS,0.10206666666666668
2021-11-07,ENPH,0.31720000000000004
2021-11-07,META,0.15936999999999996
2021-11-07,MSFT,0.25279090909090907
2021-11-07,NFLX,0.21854285714285715
2021-11-07,NIO,0.20429230769230766
2021-11-07,PG,0.25279090909090907
2021-11-07,PYPL,0.28588
2021-11-07,TSLA,0.21164758620689653
2021-11-07,TSM,0.007779999999999987
2021-11-07,VZ,0.3802
2021-11-08,AAPL,0.3136
2021-11-08,AMD,0.36905000000000004
2021-11-08,AMZN,0.19964285714285715
2021-11-08,BA,0.2287
2021-11-08,DIS,0.240425
2021-11-08,GOOG,0.4738
2021-11-08,INTC,0.296
2021-11-08,META,0.5038499999999999
2021-11-08,MSFT,0.19964285714285715
2021-11-08,NFLX,0.58594
2021-11-08,NIO,0.13711538461538464
2021-11-08,PG,0.19964285714285715
2021-11-08,PYPL,0.11892666666666667
2021-11-08,TSLA,0.1395506912442396
2021-11-08,TSM,0.1470842105263158
2021-11-08,VZ,0.0
2021-11-09,AAPL,0.178915
2021-11-09,AMD,0.1348
2021-11-09,AMZN,0.34475
2021-11-09,BA,0.5185333333333334
2021-11-09,DIS,-0.2263
2021-11-09,GOOG,-0.5684
2021-11-09,INTC,0.3436
2021-11-09,KO,0.6249
2021-11-09,META,0.37995999999999996
2021-11-09,MSFT,0.34475
2021-11-09,NFLX,0.152075
2021-11-09,NIO,0.25599999999999995
2021-11-09,PG,0.34475
2021-11-09,PYPL,0.15209
2021-11-09,TSLA,0.1708174129353234
2021-11-09,TSM,0.20586470588235295
2021-11-10,AAPL,0.0837
2021-11-10,AMD,-0.3802
2021-11-10,AMZN,0.3347
2021-11-10,BA,0.0
2021-11-10,DIS,0.1366
2021-11-10,KO,0.0
2021-11-10,META,-0.08819999999999999
2021-11-10,MSFT,0.3347
2021-11-10,NFLX,-0.128
2021-11-10,NIO,0.285078947368421
2021-11-10,PG,0.3347
2021-11-10,PYPL,0.342175
2021-11-10,TSLA,0.16112857142857134
2021-11-10,TSM,0.16434927536231886
2021-11-10,ZS,0.0
2021-11-11,AAPL,0.3019
2021-11-11,AMD,0.5802833333333334
2021-11-11,AMZN,0.360925
2021-11-11,BA,0.0
2021-11-11,DIS,0.00664285714285714
2021-11-11,ENPH,0.2023
2021-11-11,META,0.19796666666666665
2021-11-11,MSFT,0.360925
2021-11-11,NFLX,0.5107
2021-11-11,NIO,0.16038499999999997
2021-11-11,PG,0.360925
2021-11-11,PYPL,0.510375
2021-11-11,TSLA,0.24731125827814565
2021-11-11,TSM,0.035217073170731715
2021-11-11,XPEV,0.10115
2021-11-12,AAPL,0.3565222222222222
2021-11-12,AMD,0.3427166666666667
2021-11-12,AMZN,0.48143
2021-11-12,BA,0.5116
2021-11-12,GOOG,0.555875
2021-11-12,INTC,0.0
2021-11-12,META,0.535175
2021-11-12,MSFT,0.48143
2021-11-12,NIO,0.22233
2021-11-12,PG,0.48143
2021-11-12,PYPL,0.42284999999999995
2021-11-12,TSLA,0.24856279069767434
2021-11-12,TSM,-0.04846296296296298
2021-11-13,AAPL,0.33935000000000004
2021-11-13,AMD,0.20140000000000002
2021-11-13,AMZN,0.27148000000000005
2021-11-13,BA,0.23446666666666668
2021-11-13,COST,0.0
2021-11-13,DIS,0.23454999999999998
2021-11-13,ENPH,0.3601
2021-11-13,INTC,0.0
2021-11-13,META,0.5834
2021-11-13,MSFT,0.27148000000000005
2021-11-13,NIO,0.18706153846153845
2021-11-13,PG,0.27148000000000005
2021-11-13,PYPL,0.32145
2021-11-13,TSLA,0.3004000000000001
2021-11-13,TSM,0.12037291666666668
2021-11-13,XPEV,0.37175
2021-11-14,AAPL,0.167625
2021-11-14,AMD,0.09138181818181819
2021-11-14,AMZN,0.2465142857142857
2021-11-14,BA,0.26002000000000003
2021-11-14,DIS,0.0
2021-11-14,ENPH,0.0
2021-11-14,META,0.048437499999999994
2021-11-14,MSFT,0.2465142857142857
2021-11-14,NFLX,0.0
2021-11-14,NIO,0.3179454545454546
2021-11-14,PG,0.2465142857142857
2021-11-14,PYPL,0.34626666666666667
2021-11-14,TSLA,0.2210712643678161
2021-11-14,TSM,0.16949032258064517
2021-11-14,XPEV,0.0
2021-11-14,ZS,0.0
2021-11-15,AAPL,0.19742857142857145
2021-11-15,AMD,0.521425
2021-11-15,AMZN,0.14945714285714282
2021-11-15,BA,0.46875000000000006
2021-11-15,COST,0.3527
2021-11-15,DIS,0.0
2021-11-15,GOOG,0.823
2021-11-15,INTC,-0.7506
2021-11-15,KO,0.4278
2021-11-15,META,0.2462
2021-11-15,MSFT,0.14945714285714282
2021-11-15,NFLX,0.50295
2021-11-15,NIO,0.29113333333333336
2021-11-15,PG,0.14945714285714282
2021-11-15,PYPL,0.59885
