Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,MA7,MA21,MACD,20SD,upper_band,lower_band,EMA,logmomentum,absolute of 3 comp,angle of 3 comp,absolute of 6 comp,angle of 6 comp,absolute of 9 comp,angle of 9 comp
2021-10-28,149.82000732421875,153.1699981689453,149.72000122070312,152.57000732421875,151.46856689453125,100077900,AAPL,149.5442875453404,145.16857038225447,-0.7289233691252832,3.8150089110832734,152.798588204421,137.53855256008794,151.35992556921988,5.021047612765916,155.38555739677517,-0.005655260804306986,148.3162733245161,-0.0054126274667091745,150.2779875146442,-0.006212285093534195
2021-10-29,147.22000122070312,149.94000244140625,146.41000366210938,149.8000030517578,148.71856689453125,124953200,AAPL,149.6214316231864,145.56380862281435,-0.4138087893320801,3.8828865088441007,153.32958164050254,137.79803560512616,150.31997722421204,5.002603142908116,155.36833687385632,-0.003121300387881603,148.2409949348658,-0.0066980081381022094,150.0026614742768,-0.007120122868887729
2021-11-01,148.99000549316406,149.6999969482422,147.8000030517578,148.9600067138672,147.8846435546875,74588300,AAPL,149.5471474783761,145.86428542364212,-0.48103893947470056,3.620447676538356,153.10518077671884,138.6233900705654,149.41333021730583,4.996942012340484,155.38528241692634,-0.0005660783385900257,148.25230919404524,-0.007803579307568379,149.7582764137445,-0.007608024413660791
2021-11-02,148.66000366210938,151.57000732421875,148.64999389648438,150.02000427246094,148.93698120117188,69122000,AAPL,149.73714773995536,146.38238089425224,-0.38504535723785693,3.5075198290717253,153.3974205523957,139.36734123610879,149.81777958741066,5.004080553795967,155.43710387016006,0.0019918701031159326,148.35222704689923,-0.008698202278808643,149.5615778883296,-0.007644570812348155
2021-11-03,150.38999938964844,151.97000122070312,149.82000732421875,151.49000549316406,150.3963623046875,54511500,AAPL,150.144291469029,146.87666684105284,-0.4291164298002741,3.4877777302562505,153.85222230156535,139.90111138054033,150.93259685791423,5.013896673300481,155.52426322139428,0.004533958743102009,148.54224868602597,-0.009356924227081537,149.42995218652354,-0.0072255327339860375
2021-11-04,151.5800018310547,152.42999267578125,150.63999938964844,150.9600067138672,149.8701934814453,60394600,AAPL,150.37857709612166,147.30333382742745,-0.6752652832922763,3.4660370851015316,154.23540799763052,140.37125965722439,150.9508700952162,5.010368636638764,155.64697319378428,0.007041722943988108,148.82330718116995,-0.009761771865752335,149.38043318097584,-0.006374712163807061
2021-11-05,151.88999938964844,152.1999969482422,150.05999755859375,151.27999877929688,150.40707397460938,65463900,AAPL,150.72571890694755,147.68381027948288,-0.8884237677395959,3.3857666829618123,154.45534364540651,140.91227691355925,151.17028921793667,5.01250021258291,155.80519808190758,0.009496991173119165,149.1957098085658,-0.009902311283123513,149.42871122272055,-0.005142977639244238
2021-11-08,151.41000366210938,151.57000732421875,150.16000366210938,150.44000244140625,149.57191467285156,55020900,AAPL,150.4214324951172,148.04285830543154,-1.0490470162673944,3.204327225808668,154.45151275704887,141.6342038538142,150.68343136691638,5.006894990817566,155.99865679446975,0.011882052838311471,149.6590784794558,-0.00977595052156048,149.58820548183417,-0.0036054203499081257
2021-11-09,150.1999969482422,151.42999267578125,150.05999755859375,150.80999755859375,149.93978881835938,56787900,AAPL,150.56571742466517,148.42381068638392,-0.9572560039704285,2.8179334695451104,154.05967762547414,142.7879437472937,150.76780882803462,5.009367808232606,156.22682803093562,0.014179819760176066,150.2122911579162,-0.009387972293830269,149.869260945222,-0.001856722478591446
2021-11-10,150.02000427246094,150.1300048828125,147.85000610351562,147.9199981689453,147.0664520263672,65187100,AAPL,150.41714477539062,148.72904895600817,-1.0775774945733758,2.1443583299620483,153.01776561593226,144.44033229608408,148.86926838864173,4.989888208488529,156.48895748689006,0.01637397880645834,150.85342665190043,-0.008751296066912934,150.27852552040576,-5.012855538629985e-06
