Date,Open,High,Low,Close,Adj Close,Volume,MA7,MA21,MACD,20SD,upper_band,lower_band,EMA,logmomentum,absolute of 3 comp,angle of 3 comp,absolute of 6 comp,angle of 6 comp,absolute of 9 comp,angle of 9 comp
2021-10-28,670.9500122070312,676.7999877929688,668.030029296875,674.0499877929688,674.0499877929688,2859400,660.0328543526786,638.3947550455729,-4.242047931745901,19.73536211092093,677.8654792674147,598.9240308237311,670.9130667330107,6.511819602953215,465.9623197180561,0.0715782470078653,470.6261285539524,0.0207185270348747,468.38764448143945,0.0132101095702966
2021-10-29,673.0599975585938,690.969970703125,671.239990234375,690.3099975585938,690.3099975585938,3825300,669.3428519112723,642.2028488885788,-3.7087995673352903,21.696408307787976,685.5956655041548,598.8100322730029,683.8443539504782,6.53569109371591,477.02226597211006,0.071218778596802,493.2153023776247,0.0171996520228305,501.8734875758303,0.0115046313341607
2021-11-01,689.0599975585938,689.969970703125,676.5399780273438,681.1699829101562,681.1699829101562,3110900,673.3442818777902,645.44189453125,-6.343009624491288,21.056257386438016,687.554409304126,603.329379758374,682.061439923578,6.522342741799518,487.95746006461246,0.0704336559135674,515.2615666796864,0.0135701271663725,534.5420419554208,0.0093892622028546
2021-11-02,683.1099853515625,687.6799926757812,673.8200073242188,677.719970703125,677.719970703125,3888600,675.1928449358259,648.9833228701636,-7.819774691757971,21.860937157353057,692.7051971848698,605.2614485554575,679.1671271099324,6.517257554703296,498.7366228801933,0.069249453966041,536.5658560348239,0.009909422691147,565.7761148860367,0.0070122242034127
2021-11-03,677.27001953125,689.3900146484375,677.27001953125,688.2899780273438,688.2899780273438,2334900,677.5685599190848,651.5299886067709,-7.138312242771576,23.32464483058384,698.1792782679386,604.8806989456032,685.2490277215471,6.5327562963645365,509.3289700759693,0.0676924155873314,556.9417585040839,0.0062877820600278,594.9989334191661,0.0045062630294521
2021-11-04,685.8900146484375,685.9400024414062,665.5,668.4000244140625,668.4000244140625,4865000,677.5514177594866,652.9252290271577,-9.431945355994912,23.08087634803507,699.0869817232278,606.7634763310875,674.0163588498863,6.503389602898128,519.7043305853069,0.0657883414200801,576.218323461066,0.0027673144414176,621.6928835050037,0.0019890889954757
2021-11-05,663.969970703125,665.6400146484375,645.010009765625,645.719970703125,645.719970703125,5283500,675.0942731584821,653.585704985119,-9.869979962893126,22.626245712422808,698.8381964099647,608.3332135602734,655.1521000853763,6.468816068575017,529.8332610414009,0.0635625101602832,594.2425733551053,-0.0005970071079111,645.4160951351793,-0.0004355552451025
2021-11-08,650.2899780273438,656.0,643.7899780273438,651.4500122070312,651.4500122070312,2887500,671.865705217634,654.48046875,-7.722898121896719,21.69890392367208,697.8782765973442,611.0826609026558,652.6840414998128,6.477664449814624,539.6871560876028,0.0610396241834439,610.8816707094974,-0.0037564847124021,665.8162274230041,-0.0026767350968683
2021-11-09,653.7000122070312,660.5,650.52001953125,655.989990234375,655.989990234375,2415600,666.9628470284598,655.8590407598587,-6.087001815802751,20.44535454426672,696.7497498483921,614.9683316713252,654.8880073228543,6.484619953433556,549.2383544938133,0.0582437762568819,626.0246987394332,-0.0066679932037877,682.6409194914519,-0.0046553903379962
2021-11-10,653.010009765625,660.3300170898438,642.1099853515625,646.9099731445312,646.9099731445312,2405800,662.0685599190848,656.9052298409598,-5.350453460840413,19.56558770021084,696.0364052413814,617.7740544405382,649.5693178706388,6.470660133613649,558.4602409574233,0.0551984335948384,639.5840219263999,-0.0092934439815915,695.7445093340111,-0.0063038103232981
2021-11-11,650.239990234375,665.8200073242188,649.7100219726562,657.5800170898438,657.5800170898438,2868300,659.191423688616,658.229992094494,-3.485024241347901,18.704361219890924,695.6387145342759,620.8212696547122,654.9097840167753,6.487044570686984,567.3273434335858,0.0519264360247526,651.4962014946544,-0.0115994152479853,705.0907768009134,-0.0075656187733166
2021-11-12,660.010009765625,683.3400268554688,653.8200073242188,682.6099853515625,682.6099853515625,4198400,658.3799961635044,660.5542776925223,-1.3764911290239752,17.86639319779852,696.2870640881193,624.8214912969253,673.3765849066334,6.524457625278048,575.8154258129761,0.0484500054967997,661.7224498134862,-0.0135569441405522,710.7516315037979,-0.0083963151547192
2021-11-15,681.239990234375,685.260009765625,671.489990234375,679.3300170898438,679.3300170898438,2872200,659.941423688616,662.9847557431176,-2.981376629532292,17.302953223532057,697.5906621901818,628.3788492960534,677.3455396954403,6.519633920385594,583.9015757453654,0.0447907645817171,670.248617124477,-0.0151414735294216,712.9018345504121,-0.0087643760362932
2021-11-16,678.27001953125,688.3599853515625,676.9000244140625,687.4000244140625,687.4000244140625,2077400,665.8957170758929,665.3385678245908,-3.1247606727716857,16.969149580539188,699.2768669856691,631.4002686635124,684.0485295078552,6.5314605837420245,591.5642873938484,0.0409697619642872,677.0847135065519,-0.0163329441267395,711.8100075627424,-0.0086528719748097
2021-11-17,690.0,700.989990234375,686.0900268554688,691.6900024414062,691.6900024414062,2732800,671.644287109375,667.8476155598959,-4.56109516301774,14.784121924822916,697.4158594095417,638.2793717102501,689.1428447968892,6.537691101459124,598.7835388968913,0.0370075032536054,682.2639784953948,-0.0171160202719457,707.8263366822285,-0.0080614926181671
2021-11-18,691.6099853515625,691.739990234375,679.739990234375,682.02001953125,682.02001953125,2012900,675.3628627232143,670.5561872209821,-6.626770430434476,14.460592015013956,699.47737125101,641.6350031909542,684.3942946197964,6.523591702973295,605.5408643129274,0.0329239856996391,685.8415201299322,-0.0174804347332537,701.3675169853697,-0.0070087878861214
2021-11-19,692.3499755859375,694.1599731445312,675.0,678.7999877929688,678.7999877929688,2613700,679.9185791015625,671.7771402994791,-8.645787886691323,14.461281469077466,700.699703237634,642.8545773613242,680.6647567352446,6.518852241163168,611.8194198244024,0.0287387356323086,687.8925542768933,-0.0174214337188339,692.8995981672799,-0.0055343252765543
2021-11-22,676.02001953125,679.47998046875,656.469970703125,659.2000122070312,659.2000122070312,2764400,680.1500069754464,671.5114251999628,-9.305271041435162,14.74800760386582,701.0074404076944,642.0154099922312,666.3549270497691,6.4895088550553215,617.6040439844029,0.0244708476283904,688.510283757967,-0.0169402978129825,682.9194801018082,-0.0037003408473958
2021-11-23,658.1799926757812,666.4299926757812,646.0499877929688,654.0599975585938,654.0599975585938,2320200,676.0714372907366,670.6733311244419,-7.563762421147203,15.247959732043512,701.1692505885289,640.1774116603549,658.1583073889856,6.481669004931069,622.8813117986817,0.0201390245668443,687.8034649414627,-0.0160449077326304,671.9358617166074,-0.0015923458383679
2021-11-24,658.010009765625,661.4400024414062,651.0999755859375,658.2899780273438,658.2899780273438,1867300,673.0657174246652,670.1861862909226,-5.805692644837791,15.407898531980203,701.001983354883,639.3703892269622,658.2460878145577,6.4881252879714015,627.6395824485056,0.0157616178584345,685.8937169154834,-0.0147503158650648,660.450463370975,0.0006819204643134
2021-11-26,675.0,676.4099731445312,660.6699829101562,665.6400146484375,665.6400146484375,2872500,669.9571446010044,670.3157116117932,-6.404219729832107,15.422090437753624,701.1598924873005,639.4715307362859,663.1753723704775,6.499245562727404,631.869040474733,0.0113566672341342,682.9126349586586,-0.0130792760129281,648.9403168616701,0.0029957776803891
2021-11-29,663.2000122070312,667.989990234375,658.2899780273438,663.8400268554688,663.8400268554688,2529400,665.9785766601562,669.8295229957217,-5.230250996436894,14.718806503591372,699.2671360029045,640.3919099885389,663.6184753604716,6.496533674277356,635.5617302604409,0.0069419395518243,678.998775552913,-0.0110626754805714,637.8418451270132,0.0052095468412552
2021-11-30,668.2000122070312,675.3800048828125,640.010009765625,641.9000244140625,641.9000244140625,5608900,660.2471487862723,667.5242861793155,-6.699652050990267,15.576871640933785,698.6780294611831,636.3705428974479,649.1395080628655,6.462873476603584,638.711583667739,0.002534966134913,674.294584375574,-0.0087398067704178,627.5373360779187,0.0071792145829887
2021-12-01,649.47998046875,654.52001953125,617.0700073242188,617.77001953125,617.77001953125,3882800,651.528581891741,664.5052403041294,-7.044654221283622,18.80673034829287,702.1187010007152,626.8917796075436,628.2265157084552,6.424496214600942,641.3144407037328,-0.0018469218079774,668.9433412482971,-0.0061584121988297,618.3442582565956,0.0087673721374986
2021-12-02,617.0999755859375,625.3599853515625,612.8800048828125,616.469970703125,616.469970703125,3331100,645.4242902483259,661.5885736374628,-2.714689939990649,20.65891998316664,702.9064136037961,620.2707336711295,620.388819038235,6.422386155974727,643.3680631104901,-0.0061865601141585,663.086196551696,-0.0033744353379529,610.5076845550504,0.0098553918366367
2021-12-03,622.75,625.5,594.0,602.1300048828125,602.1300048828125,4829300,638.0057198660714,657.4857177734375,-1.2624140786596172,24.280616078349208,706.046949930136,608.924485616739,608.2162762679533,6.3988112254235325,644.8721407939266,-0.0104669213766799,656.8593717743742,-0.0004514199410139,604.1959054526562,0.0103552902282146
2021-12-06,606.010009765625,617.2899780273438,601.0,612.6900024414062,612.6900024414062,3075700,631.491437639509,654.8328595842634,3.0331341586825147,26.13632526959471,707.1055101234527,602.560209045074,611.1987603835886,6.416225622223189,645.8282910263918,-0.0146710878699048,650.3915923390773,0.0025404888533027,599.49914920833,0.0102194727781403
2021-12-07,619.8300170898438,628.8900146484375,611.4000244140625,625.5800170898438,625.5800170898438,3125200,625.7685808454241,653.8738141741071,5.292553622646324,26.96336678347747,707.800547741062,599.9470806071522,620.7862648544254,6.437079451205332,646.2400503770202,-0.0187822281493406,643.8018134463433,0.0055259642153545,596.4312023449988,0.0094467000879118
2021-12-08,630.0,632.4600219726562,623.2000122070312,628.0800170898438,628.0800170898438,2220300,620.6600080217634,652.7609572637649,5.692554903153109,27.57010020345928,707.9011576706835,597.6207568568464,625.6487663447043,6.441074151453382,646.1128593423226,-0.0227835778164652,637.1972894158961,0.0084263320622054,594.9336465599076,0.0080831824915204
2021-12-09,627.5800170898438,630.239990234375,610.4400024414062,611.0,611.0,2376300,616.2457188197544,650.6185767764136,4.998476424099067,29.087680389580715,708.7939375555751,592.4432159972522,615.8829221149014,6.413458957167357,645.4540396666524,-0.0266584249812942,630.6720241929206,0.011161779339245,594.8823897836974,0.0062185725088524
2021-12-10,616.780029296875,617.739990234375,605.8800048828125,611.6599731445312,611.6599731445312,2748800,615.3728550502232,648.9400053478423,5.919713086091065,30.311261070996807,709.5625274898359,588.3174832058487,613.0676228013212,6.41454029549803,644.272764357883,-0.0303901010060125,624.3056259566636,0.0136538583213775,596.096150463788,0.0039775435505505
2021-12-13,612.0,612.6400146484375,599.52001953125,604.5599975585938,604.5599975585938,2517900,613.6714303152902,646.4152425130209,6.714939980849067,30.7113648034041,707.837972119829,584.9925129062127,607.395872639503,6.402845451600441,642.5800204175439,-0.0339619771708581,618.1625730796766,0.0158281742808367,598.3465348515106,0.0015083593538667
2021-12-14,598.7100219726562,602.2899780273438,588.1300048828125,597.989990234375,597.989990234375,2984500,613.0799996512277,642.3857189360119,8.72579923650676,31.25192640174457,704.8895717395011,579.8818661325228,601.1252843694177,6.391900346475447,640.3885643166642,-0.0373574679670923,612.2918832329159,0.0176171158813832,601.3693151550435,-0.0010298243084977
2021-12-15,598.1799926757812,605.6900024414062,584.510009765625,605.0399780273438,605.0399780273438,2866200,611.9871390206473,638.8480980282739,10.805235815820424,30.159191289868385,699.1664806080106,578.5297154485371,603.7350801413685,6.4036403845314265,637.7128702584446,-0.0405600417894907,606.7271634956127,0.0189624709170668,604.8764731416481,-0.0034792606122724
2021-12-16,597.0900268554688,602.8300170898438,588.0,591.0599975585938,591.0599975585938,3143200,607.0557076590402,634.2604777018229,11.506026190795524,28.817481260100983,691.8954402220248,576.6255151816209,595.2850250861853,6.380224222506886,634.5690712765999,-0.0435532398700729,601.4870080744872,0.0198177677184204,608.5685314530482,-0.0056942429548755
2021-12-17,591.6099853515625,593.25,581.739990234375,586.72998046875,586.72998046875,4386900,601.1485595703125,629.2623814174107,12.372788904852996,27.867558847266345,684.9974991119434,573.5272637228779,589.581662007895,6.372858899200337,630.9748932238028,-0.0463207043629218,596.5757025070967,0.0201501959855976,612.1466700292227,-0.0075493350036319
2021-12-20,586.4299926757812,602.8800048828125,584.260009765625,593.739990234375,593.739990234375,3358400,598.682843889509,625.0585704985119,14.177579415144123,25.90749241334451,676.873555325201,573.2435856718229,592.3538808255483,6.384755837809044,626.949581708216,-0.0488462165533597,591.9841893767282,0.0199419889822481,615.324130964276,-0.0089449925419408
