Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,MA7,MA21,MACD,20SD,upper_band,lower_band,EMA,logmomentum,absolute of 3 comp,angle of 3 comp,absolute of 6 comp,angle of 6 comp,absolute of 9 comp,angle of 9 comp
2021-10-28,48.13999938964844,48.36000061035156,47.880001068115234,48.08000183105469,45.9251708984375,31317200,INTC,50.64142826625279,52.71095221383231,0.6654565629748035,2.5844268979914293,57.87980600981517,47.542098417849445,48.12831502782271,3.8518483212844856,39.57650007960401,0.023592451752986552,39.668651743386945,0.01314309484873696,39.545305700172754,0.009200409931314907
2021-10-29,48.09999847412109,49.27999877929688,47.91999816894531,49.0,46.80393981933594,42301000,INTC,49.73142841884068,52.50714274815151,0.887949652421419,2.6940412080601286,57.895225164271764,47.11906033203125,48.709438342626086,3.871201010907891,40.05377364781531,0.024942335763856238,40.77637708597097,0.0128747644850884,41.27382755098899,0.006524222414193266
2021-11-01,49.400001525878906,49.59999847412109,49.0,49.54999923706055,47.32928466796875,28013700,INTC,48.80999973842076,52.3019045875186,0.9124014044331759,2.7569840745859397,57.81587273669048,46.78793643834672,49.26981227225501,3.8825941790228238,40.539430221511864,0.026092413418231396,41.87342225165357,0.01229350708458498,42.96048480276116,0.0036966256916550633
2021-11-02,49.61000061035156,49.900001525878906,49.22999954223633,49.86000061035156,47.625396728515625,27193300,INTC,48.867142813546316,52.12999979654948,0.9183296461603092,2.7753689180089394,57.68073763256736,46.579261960531596,49.66327116432077,3.88895907832144,41.03216460867387,0.027040475493893112,42.94864160625037,0.011432099129294762,44.57051752660783,0.0008739147511031766
2021-11-03,49.93000030517578,50.45000076293945,49.709999084472656,50.38999938964844,48.13163375854492,23962100,INTC,49.00714274815151,51.96047592163086,0.9123988747832144,2.7592723766033767,57.479020674837614,46.441931168424105,50.147756647873116,3.899747962194737,41.53064244675688,0.027785884546161523,43.99141894482532,0.010326532144173938,46.07250561373882,-0.0018060563936968994
2021-11-04,50.2400016784668,50.34999847412109,49.72999954223633,50.310001373291016,48.3894157409668,24806000,INTC,49.2971431187221,51.78571410406204,0.848187500854209,2.7234408832916563,57.23259587064535,46.33883233747873,50.25591979815176,3.8981269280861865,42.033506469289044,0.028329473303623804,44.99183907161316,0.009014876344840309,47.439389955585106,-0.004225418290738399
2021-11-05,50.54999923706055,51.58000183105469,50.540000915527344,50.91999816894531,48.97612380981445,36816200,INTC,49.73000008719308,51.63047590709868,0.79307273956627,2.68002007433042,56.990516055759514,46.27043575843784,50.69863871201419,3.91042168738139,42.5393827764868,0.02867343718409119,45.94084538664298,0.007536370293168286,48.649302371319045,-0.006286702119903009
2021-11-08,51.459999084472656,51.9900016784668,51.060001373291016,51.54999923706055,49.582069396972656,31647800,INTC,50.22571400233677,51.52285675775437,0.6578768760874496,2.6418615180884437,56.806579793931256,46.23913372157748,51.26621239537845,3.922962930373712,43.04688707587282,0.02882122355576393,46.830380745263945,0.005930705557284342,49.68617162073542,-0.007912786986257603
2021-11-09,51.540000915527344,51.77000045776367,50.77000045776367,51.20000076293945,49.24543762207031,22508400,INTC,50.53999982561384,51.41619019281296,0.5041094097449488,2.636401557838765,56.688993308490495,46.14338707713543,51.222071307085784,3.9160150418956805,43.5546308627101,0.028777420033495982,47.65350914615787,0.004237469994172414,50.5400832256195,-0.009046805747260132
2021-11-10,50.97999954223633,51.38999938964844,50.709999084472656,50.7599983215332,48.82223129272461,25040700,INTC,50.712856837681365,51.349047342936196,0.42398160169857135,2.6313360097380403,56.61171936241227,46.08637532346012,50.91402265005073,3.9072114146996775,44.06122751353247,0.028547643755163315,48.40451613816508,0.002495712228751274,51.207382412591144,-0.00965224188250982
2021-11-11,51.0099983215332,51.06999969482422,50.40999984741211,50.52999877929688,48.60100936889648,25420000,INTC,50.808570861816406,51.266666412353516,0.33049750437169934,2.5633375794406366,56.393341571234785,46.139991253472246,50.65800673621484,3.9025785219544136,44.56529826911331,0.028138433242517656,49.07898621287888,0.0007435915613008831,51.69052164934143,-0.009713291991654056
2021-11-12,50.59999847412109,50.900001525878906,50.18000030517578,50.310001373291016,48.3894157409668,23884800,INTC,50.79714257376535,51.09571402413504,0.2932915531268705,2.4452657621131024,55.98624554836125,46.20518249990884,50.42600316093228,3.8981269280861865,45.0654780858603,0.0275571441254534,49.67385586249153,-0.000981919278212688,51.99766635429323,-0.009235439019938145
2021-11-15,50.40999984741211,50.630001068115234,50.119998931884766,50.31999969482422,48.39902877807617,24695800,INTC,50.798570905412944,50.89857119605655,0.2875347305616316,2.300638155050791,55.49984750615813,46.29729488595497,50.355334183526914,3.8983296721084755,45.56042133686583,0.026811849706246057,50.18744142303569,-0.0026453071526345955,52.142083816369585,-0.00824607172095072
2021-11-16,50.369998931884766,51.150001525878906,50.34000015258789,50.61000061035156,48.67795944213867,30927800,INTC,50.754285539899556,50.71476164318266,0.3080505813226324,2.0437296719797717,54.802220987142206,46.62730229922312,50.52511180141001,3.904192438615952,46.04880734570592,0.025911247066268444,50.61944128314867,-0.004212791630393055,52.141350582353084,-0.00679489229283587
2021-11-17,50.59999847412109,50.93999862670898,49.97999954223633,50.22999954223633,48.312461853027344,23546900,INTC,50.56571415492466,50.47761880783808,0.25777226292995437,1.6904066327076281,53.85843207325333,47.09680554242282,50.32837029529423,3.8965031844716393,46.52934573760382,0.024864569174888704,50.9709125085469,-0.005652618002381398,52.01642198362452,-0.004953779718264632
2021-11-18,50.2400016784668,50.2400016784668,48.970001220703125,49.68000030517578,47.78346252441406,30658200,INTC,50.348571232386995,50.206666492280505,0.22314149231588942,1.0089706699132732,52.224607832107054,48.188725152453955,49.89612363521527,3.885268274388344,47.000781593802614,0.02368150324975553,51.24422240339936,-0.006935385313415083,51.790613531215726,-0.002815731836097676
2021-11-19,49.59999847412109,49.72999954223633,49.2400016784668,49.52000045776367,47.62957000732422,27607600,INTC,50.17142868041992,49.89809508550735,0.27295057323546246,1.007628619337081,51.91335232418151,47.88283784683319,49.64537485024754,3.881976093510385,47.461900395970574,0.022372115439063117,51.442975993128194,-0.008034419488183365,51.48854710344131,-0.0004925114412788328
2021-11-22,49.54999923706055,50.84999847412109,49.40999984741211,49.83000183105469,47.92773818969727,33389600,INTC,50.071429116385325,49.915714263916016,0.3398926075161768,1.0007937056269354,51.91730167516989,47.91412685266214,49.76845950411897,3.8883449155721284,47.91153274824172,0.020946781748157617,51.57192086110377,-0.008926196103123347,51.13511478256787,0.0018893102605688629
2021-11-23,50.15999984741211,50.45000076293945,48.63999938964844,49.09999847412109,47.22560119628906,44713300,INTC,49.89857155936105,49.9009522937593,0.24089451051896305,0.944371451914463,51.78969519758823,48.012209389930376,49.322818817453715,3.873282145388661,48.348558865117504,0.01941612501274855,51.63683119755551,-0.009590811169846107,50.75450966171847,0.004194071392829139
2021-11-24,48.86000061035156,49.77999877929688,48.630001068115234,49.7599983215332,47.86040496826172,26035800,INTC,49.818571363176616,49.971428462437224,0.39972906538118025,0.8092519238886954,51.589932310214614,48.352924614659834,49.61427182017337,3.886910270190043,48.7719128139639,0.017790957626312214,51.644373317197314,-0.010012491364159245,50.369366051659476,0.0062844276623716545
2021-11-26,48.900001525878906,49.18000030517578,48.119998931884766,48.77999877929688,46.91781997680664,25269000,INTC,49.557142530168804,50.01380938575382,0.44788186681552844,0.729624836969314,51.473059059692446,48.55455971181519,49.058089792922374,3.8666071163492512,49.18058650127032,0.01608222965708335,51.60195526790785,-0.010180127500928393,50.00004180295745,0.00803009046530738
2021-11-29,49.29999923706055,50.130001068115234,48.720001220703125,50.0,48.09124755859375,31478900,INTC,49.52428545270647,50.1052378699893,0.5116526591115758,0.6822445974694941,51.46972706492829,48.74074867505031,49.68602993097412,3.8918202981106265,49.573633392222625,0.01430098193734738,51.517563482196806,-0.01008780695454938,49.66406391556441,0.009317228646894922
2021-11-30,49.5,50.400001525878906,48.68000030517578,49.20000076293945,47.32178115844727,49460800,INTC,49.455714089529856,50.114761715843564,0.4714801680753453,0.7029044486775333,51.52057061319863,48.7089528184885,49.362010485617674,3.875359036885174,49.95017195351162,0.012458303671677558,51.39958971195101,-0.009735312635462783,49.3757465951867,0.01005761181289343
2021-12-01,49.84000015258789,50.310001373291016,48.52000045776367,48.59999847412109,46.74468994140625,35093500,INTC,49.324285234723774,50.06952358427502,0.3328863378105922,0.781658257433059,51.632840099141134,48.5062070694089,48.85400247795328,3.862832729181094,50.30938880966961,0.01056529408861232,51.25665173006096,-0.00912854880172271,49.145979912161465,0.010196437218291709
2021-12-02,48.61000061035156,49.790000915527344,48.33000183105469,49.5,47.61033248901367,37240800,INTC,49.27714211600168,50.0523806980678,0.464402787180731,0.7883860246792129,51.629152747426225,48.475608648709375,49.284667492651096,3.8815637979434374,50.65054160362201,0.008633027649584415,51.09741147326674,-0.008279848411786844,48.98217846213384,0.009717820406739432
2021-12-03,49.68000030517578,50.060001373291016,48.7599983215332,49.25,47.369876861572266,32224900,INTC,49.298570905412944,49.99809501284645,0.38859594991435387,0.8044277650135204,51.60695054287349,48.389239482819406,49.2615558308837,3.876395827784995,50.972961552568336,0.006672522327532562,50.9303944298552,-0.007208114089115206,48.88837356874499,0.008647158419956374
2021-12-06,49.47999954223633,51.209999084472656,49.18000030517578,50.9900016784668,49.04344940185547,40336000,INTC,49.47428567068918,50.03047597975958,0.48307730412121686,0.808861720888825,51.64819942153723,48.41275253798193,50.41385306260577,3.9118230190015297,51.276055690781185,0.004694710473684841,50.76381413200717,-0.005938746277955488,48.8654294857432,0.0070499612731289435
2021-12-07,54.65999984741211,55.0,52.209999084472656,52.56999969482422,50.563133239746094,91731500,INTC,50.01571437290737,50.10904748099191,-0.10808190851295052,0.9349874587981523,51.979022398588214,48.23907256339561,51.851284150751404,3.9429401021451675,51.55930879143567,0.0027104118029381828,50.60540558185049,-0.0045033188362874075,48.9113629449341,0.00502721653621925
