Date,Open,High,Low,Close,Adj Close,Volume,MA7,MA21,MACD,20SD,upper_band,lower_band,EMA,logmomentum,absolute of 3 comp,angle of 3 comp,absolute of 6 comp,angle of 6 comp,absolute of 9 comp,angle of 9 comp
2021-10-28,310.94000244140625,316.989990234375,308.239990234375,316.3399963378906,316.3399963378906,1351300,309.17000470842635,286.6052427746001,-4.825797965210029,20.99142555260094,328.588093879802,244.62239166939816,314.62650655426944,5.753651410196127,258.7566032963248,0.0502467657170268,256.89366043602905,0.0208274289875357,252.18683169060077,-0.0037291393920417
2021-10-29,315.95001220703125,319.989990234375,314.0,318.8599853515625,318.8599853515625,1084900,312.1971435546875,289.3023848760696,-5.108988635596859,21.24035139555549,331.7830876671805,246.82168208495864,317.44882575255474,5.761610988184115,262.9920277976444,0.0502427646137102,265.98636684962275,0.0167568299239263,265.73265863229204,-0.003432413539201
2021-11-01,319.4599914550781,321.5,315.1300048828125,318.67999267578125,318.67999267578125,1472400,314.0528564453125,291.9461938767206,-5.802602862097615,20.046105782405984,332.0384054415326,251.85398231190865,318.2696037013812,5.761044563767661,267.1731427390652,0.049922543790984,274.9454966335042,0.0125347637303153,279.2796130294487,-0.0029713852082206
2021-11-02,318.510009765625,326.20001220703125,317.38299560546875,325.8699951171875,325.8699951171875,1585400,316.62428501674106,295.47047932942706,-5.515307871789901,19.426326023893765,334.3231313772146,256.6178272816395,323.33653131193665,5.783425087278348,271.28802353767736,0.0492996821470584,283.6900554976118,0.0082657849684095,292.5764612199329,-0.002387518330313
2021-11-03,328.5,329.0,321.3099975585937,327.5,327.5,1298800,318.9528547014509,298.75619361514134,-6.543857649424467,18.90080222610235,336.557798067346,260.95458916293666,326.11217710398216,5.788429948716486,275.32495439758577,0.0483885094814408,292.1423940549354,0.004045028796986,305.3722065966462,-0.0017222281896425
2021-11-04,329.0,333.8800048828125,325.1600036621094,331.8999938964844,331.8999938964844,1413700,321.32142421177457,301.97762189592635,-6.99018248247944,18.70253580561326,339.38269350715285,264.57255028469984,329.9707216323185,5.80181619648237,279.2724785943926,0.0472039617102166,300.2293536406924,-4.192361757047171e-05,317.42394309156793,-0.001015104823831
2021-11-05,333.95001220703125,338.5400085449219,332.1099853515625,338.489990234375,338.489990234375,1888000,325.37713623046875,305.24476405552457,-7.433673560007264,18.127031953126355,341.4988279617773,268.99070014927185,335.65023403369025,5.821535851307946,283.1194466755744,0.0457614540529623,307.88333548891177,-0.0039189066228168,328.50465233080286,-0.0003027898092145
2021-11-08,340.54998779296875,351.8999938964844,339.3699951171875,350.1700134277344,350.1700134277344,1944000,330.20999581473217,309.22143118722096,-7.68399945622042,18.05487617793717,345.33118354309534,273.1116788313466,345.3300869630534,5.855558948078145,286.855062519232,0.0440767710647926,315.04327029124806,-0.0075188791204282,338.4106555012099,0.0003816756771208
2021-11-09,353.3999938964844,356.45001220703125,347.7200012207031,352.6099853515625,352.6099853515625,2009400,335.0314243861607,313.26476324172245,-9.459759120375224,18.485328090622307,350.2354194229671,276.2941070604778,350.1833525553929,5.862522565156228,290.4689271972284,0.0421659722509958,321.65546671848614,-0.0107835717921699,346.96843451291943,0.0010091935847013
2021-11-10,348.2699890136719,350.614013671875,333.7300109863281,337.1099853515625,337.1099853515625,2229100,337.6642804827009,316.0928577241443,-11.239454153969632,17.837574048279556,351.7680058207034,280.4177096275852,341.467774419506,5.8174384437558615,293.95108059032856,0.040045311926928,327.6743198389805,-0.013663137829293,354.0405523286199,0.0015547740805909
2021-11-11,343.1700134277344,348.2699890136719,342.2300109863281,343.6199951171875,343.6199951171875,1680900,340.1999947684152,318.8061901274182,-11.317760276675244,17.829686191527767,354.4655625104737,283.14681774436264,342.9025882179604,5.836621947050919,297.2920407033148,0.0377311719589826,333.0628633810009,-0.0161158517672292,359.5304291438268,0.0019976234474165
2021-11-12,346.760009765625,349.57000732421875,343.1600036621094,349.07000732421875,349.07000732421875,1330200,343.2814243861607,321.4338088262649,-11.356419066571164,17.733541373555852,356.9008915733766,285.9667260791532,347.0142009554659,5.852403630014301,300.48284062777293,0.0352400060318542,337.79315333253186,-0.0181078844214028,363.38576870365705,0.0023212276519524
2021-11-15,352.9100036621094,352.9100036621094,341.8299865722656,345.79998779296875,345.79998779296875,1235700,345.2671377999442,323.9623790922619,-12.440295447267772,17.676969265944763,359.31631762415145,288.6084405603724,346.2047255138012,5.842964503386314,303.51506309975656,0.0325882941230313,341.846474340792,-0.0196131686480223,365.6004761992368,0.0025134811392205
2021-11-16,345.79998779296875,355.4100036621094,345.6099853515625,353.75,353.75,1426600,347.44713919503346,326.4595220656622,-11.49960724574794,17.577480535180417,361.6144831360231,291.30456099530136,351.2349085046004,5.865759590732924,306.3808725991906,0.0297925059191876,345.21336466279496,-0.0206133598953544,366.2149642205544,0.0025668901777137
2021-11-17,352.75,358.1300048828125,345.739990234375,356.0,356.0,1655200,348.27999441964283,329.2199983142671,-11.43128358470898,17.134520263388684,363.4890388410445,294.95095778748976,354.4116361682001,5.872117789475416,309.07304493790514,0.0268690719741436,347.8934599311433,-0.0210978865197753,365.3148040841151,0.0024788608118928
2021-11-18,358.260009765625,369.8999938964844,358.1199951171875,365.6499938964844,365.6499938964844,1772200,350.1428527832031,332.45714024135043,-11.295306489004872,17.74496825586505,367.9470767530805,296.96720372962034,361.903874653723,5.898937972692231,311.5849942837519,0.0238343614789522,349.895160639514,-0.0210640770092542,363.0277441232335,0.0022520607558458
2021-11-19,372.5,376.1099853515625,367.5400085449219,368.7799987792969,368.7799987792969,1824500,354.6671404157366,335.46142578125,-12.92003911075176,18.280096082890893,372.0216179470318,298.9012336154682,366.4879574041056,5.907484929993595,313.91079756944293,0.0207046655872269,351.2351329183601,-0.0205173441501993,359.5191816246093,0.0018948202127009
2021-11-22,367.0700073242188,368.0,342.2200012207031,343.8599853515625,343.8599853515625,2518400,354.701424734933,337.17523484002976,-15.202886459738975,17.30157998062105,371.7783948012719,302.57207487878765,351.4026427024102,5.8373221578550805,316.04521623659883,0.0174961853099026,351.9376567512765,-0.0194713995478605,354.9862382935788,0.0014215073515331
2021-11-23,336.6000061035156,345.5790100097656,330.6600036621094,336.1099853515625,336.1099853515625,2671300,352.8499930245536,338.3614240373884,-12.998960400556882,16.44035299162771,371.2421300206439,305.480718054133,341.2075378018451,5.814458792423936,317.98371526798945,0.0142250230608529,352.03384014922835,-0.0179484657208936,349.6506476926386,0.0008527805861407
2021-11-24,334.7699890136719,343.7049865722656,328.4750061035156,342.4700012207031,342.4700012207031,1462800,352.37428065708707,339.6542808896019,-10.354287102442925,14.914873717712966,369.4840283250279,309.824533454176,342.04918008108376,5.833259830996254,319.7224794640613,0.0109071769965554,351.56072180783644,-0.0159794473919131,343.7507143765517,0.0002155855402464
2021-11-26,343.0400085449219,347.6499938964844,335.3800048828125,336.8999938964844,336.8999938964844,839700,349.9671369280134,340.9304707845052,-9.779652156901475,13.781655767623638,368.4937823197525,313.3671592492579,338.6163892913508,5.816813478447614,321.2584269234951,0.0075585373482253,350.560288256512,-0.013604018931514,337.5326459994495,-0.0004572623288005
2021-11-29,342.2699890136719,358.3599853515625,342.2699890136719,355.9200134277344,355.9200134277344,2288000,349.9557102748326,342.8152335030692,-7.702705464603298,12.950354777228323,368.7159430575258,316.9145239486125,350.1521387156065,5.871892449800266,322.5892196916528,0.0041948839929182,349.0784342837691,-0.0108705816894115,331.2415893738171,-0.0011280751206193
2021-11-30,355.8800048828125,358.82000732421875,343.69000244140625,346.9700012207031,346.9700012207031,3887400,347.2871398925781,344.153805687314,-8.613738703191359,11.501690234135303,367.1571861555846,321.15042521904337,348.03071371900427,5.846352069624649,323.7132715452462,0.0008318845508019,347.16389729560586,-0.0078360437833111,325.1127176513354,-0.0017560055387043
2021-12-01,371.05999755859375,373.739990234375,314.70001220703125,318.2099914550781,318.2099914550781,5676000,340.06285313197543,344.1314246768044,-13.871081491876112,12.287887964300896,368.7072006054061,319.55564874820254,328.1502322097202,5.759563988177217,324.62975288629724,-0.0025149076708045,344.8671970401377,-0.0045653764747252,319.36271740798696,-0.0022995293619443
2021-12-02,318.2200012207031,334.739990234375,316.510009765625,331.9700012207031,331.9700012207031,2609800,338.3642839704241,344.4219011579241,-9.253174332031108,11.98899857270783,368.3998983033397,320.4439040125084,330.6967448837088,5.802027740516685,325.33859272335246,-0.005830056539618,342.2396116395182,-0.0011309061443159,314.1820111441323,-0.0027196119654882
2021-12-03,330.0,330.0,300.5400085449219,313.3500061035156,313.3500061035156,2632000,335.1128583635603,343.74809192475817,-8.605860637148226,13.676401406485128,371.1008947377284,316.3952891117879,319.13225236358,5.744124373480208,325.84047772285686,-0.0090982473997951,339.3322189840544,0.0023886904827757,309.72802311891763,-0.0029832916755033
2021-12-06,301.94000244140625,304.1669921875,265.3299865722656,274.3599853515625,274.3599853515625,7468600,325.3828560965402,341.0080915178572,-6.841685867392755,20.78871889897152,382.5855293158002,299.4306537199141,289.2840743555683,5.6107895542204185,326.1368483184938,-0.0123042934312138,336.1950292138173,0.0059097076802394,306.11975596604515,-0.003067229292533
2021-12-07,286.0,300.44000244140625,285.010009765625,297.760009765625,297.760009765625,4002800,319.7914297921317,339.06856863839283,-1.4669125086402914,22.796073696408293,384.6607160312094,293.47642124557626,294.9346979622728,5.692923764228809,326.2298918710652,-0.015433144675652,332.8762292954288,0.0093450522786415,303.43389432117,-0.0029606508319838
2021-12-08,298.3800048828125,313.4100036621094,293.20001220703125,311.8099975585937,311.8099975585937,3206300,313.489998953683,337.24190121605284,2.0550031856435,23.28845709426608,383.818815404585,290.6649870275207,306.18489769315335,5.739181785153082,326.12253287605176,-0.0184699003327749,329.421554779452,0.0126061899667601,301.7025922092332,-0.0026671130887814
2021-12-09,313.0,317.7799987792969,300.2650146484375,303.0400085449219,303.0400085449219,3579700,307.2142857142857,334.8814261300223,2.030734570956497,24.456241599516,383.7939093290543,285.9689429309903,304.08830492766566,5.710559487225921,325.8184202202949,-0.0213998249248791,325.873797018378,0.0156053599349096,300.913035603575,-0.0022046818821467
2021-12-10,303.5,311.8699951171875,300.5,305.75,305.75,1929400,305.43428693498885,333.38809349423366,3.541082554318905,25.18999209328655,383.7680776808068,283.00810930766056,305.1961016425552,5.719491768361381,325.3219114932648,-0.0242083689259069,322.27244688770674,0.0182580002023416,301.0088024694829,-0.0016044065715852
2021-12-13,311.1000061035156,320.989990234375,304.1700134277344,308.5400085449219,308.5400085449219,2417100,302.08714512416293,331.71761794317337,3.750734145227853,25.44765452922069,382.6129270016148,280.822308884732,307.4253729107997,5.728605187872296,324.6380543620943,-0.0268811944454526,318.65346893312875,0.0204853060743015,301.8929715980399,-0.000907319312477
2021-12-14,285.44000244140625,287.8299865722656,272.5199890136719,284.3399963378906,284.3399963378906,5116800,297.942858014788,328.63523646763394,5.967134074533647,27.197998078736703,383.03123262510735,274.23924031016054,292.03512186219365,5.646647577026417,323.7725650230263,-0.0294042065501787,315.0491934618049,0.0222168273309232,303.4328606178844,-0.0001604742274705
2021-12-15,282.9700012207031,309.0400085449219,281.5570068359375,307.239990234375,307.239990234375,2972400,302.64000156947543,326.7990461077009,9.725966674625,26.846448141849176,380.4919423913993,273.10614982400256,302.1717007769812,5.724369076375792,322.7318037451943,-0.0317635907907778,311.488308978507,0.0233929974575687,305.4662052836892,0.0005873173958587
2021-12-16,305.0,307.19000244140625,291.7799987792969,295.25,295.25,3188400,302.2814287458147,324.0133318219866,8.546080720921964,26.644141462318625,377.30161474662384,270.7250488973493,297.55723359232707,5.6844297461403865,321.52274752585055,-0.0339458574795697,307.9959340114629,0.0239674816205349,307.8085296750096,0.0012894328447214
2021-12-17,286.7099914550781,307.07000732421875,285.0,304.8699951171875,304.8699951171875,9125500,301.28999982561385,321.5785696847098,10.949078066591596,24.85963283025034,371.2978353452105,271.8593040242091,302.432407942234,5.71659996229806,320.1529598794618,-0.0359378932289208,304.5937460802092,0.0239092298482569,310.2614038320736,0.0019046122499328
2021-12-20,298.45001220703125,308.489990234375,294.5400085449219,305.94000244140625,305.94000244140625,2154400,301.70428466796875,318.73523675827755,11.187934225497656,22.1052831871522,362.94580313258194,274.5246703839732,304.7708042750155,5.720115043949947,318.6305577867092,-0.0377270202105016,301.30014640586086,0.0232041281892601,312.62124490243065,0.0023991420106176
2021-12-21,307.8800048828125,320.6849975585937,300.1099853515625,319.4200134277344,319.4200134277344,3284700,303.65714372907365,316.384761265346,10.89223093668187,21.152663648190625,358.6900885617272,274.07943396896474,314.53694371016144,5.763371308237741,316.96417583367776,-0.0393010635263071,298.13044178080384,0.0218561532405585,314.6882925865284,0.0027480471947334
2021-12-22,319.0799865722656,322.4800109863281,314.0199890136719,322.010009765625,322.010009765625,1292300,305.5814296177455,315.3442862374442,9.1388193834984,20.641229690820605,356.6267456190854,274.06182685580296,319.51898774713715,5.771472305714317,315.16292757673915,-0.0406484269904991,295.0970293884963,0.019887953773689,316.27538098481847,0.0029354483069739
2021-12-23,322.0,326.239990234375,316.75,323.0,323.0,940900,311.10428728376115,314.7200012207031,7.319191767921495,19.67976194444365,354.07952510959046,275.3604773318158,321.83966258237905,5.7745515455444085,313.236364175267,-0.0417581775025823,292.20957568979475,0.0173408063501766,317.2161372050799,0.0029543143257794
2021-12-27,326.8500061035156,332.5,326.3900146484375,329.8900146484375,329.8900146484375,1242500,314.34000505719865,314.12095424107144,5.59052310451392,19.29662517949867,352.7142046000688,275.5277038820741,327.2065639597513,5.795723392893575,311.194430342857,-0.0426201380433995,289.47518604656136,0.0142739187007314,317.3722616932265,0.0028058522046736
2021-12-28,331.54998779296875,332.04998779296875,321.6499938964844,324.6600036621094,324.6600036621094,949600,318.5414341517857,313.53809756324404,3.093389078821133,16.731122317589648,347.0003421984233,280.0758529280648,325.50885709465666,5.77969359340342,309.04741767872883,-0.0432249891424389,286.8985667894462,0.0107630839072592,316.63958487380154,0.0024987361135622
