Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,MA7,MA21,MACD,20SD,upper_band,lower_band,EMA,logmomentum,absolute of 3 comp,angle of 3 comp,absolute of 6 comp,angle of 6 comp,absolute of 9 comp,angle of 9 comp
2021-10-28,147.2989959716797,147.42449951171875,144.7635040283203,146.12899780273438,146.12899780273438,32418000,GOOG,142.117427280971,139.73416646321616,-0.3615658359160818,3.3581391175081463,146.45044469823245,133.01788822819987,145.4597859937473,4.977622986944299,127.43781321845246,0.027330316536630893,124.36339854970001,0.007635672645042606,125.16463270986985,0.0032615528854961664
2021-10-29,145.52000427246094,148.61300659179688,145.16650390625,148.27049255371094,148.27049255371094,28954000,GOOG,142.95392717633928,140.44868977864584,-0.3458449289798864,3.7121440209366354,147.8729778205191,133.02440173677257,147.3335903671161,4.99227098129492,128.34762482608542,0.02818685982419673,126.62950888672985,0.0067095312891130065,128.79939998501828,0.0031483373105860232
2021-11-01,148.1649932861328,148.39950561523438,143.57949829101562,143.7740020751953,143.7740020751953,32272000,GOOG,143.09585571289062,140.79685683477493,-1.1088278040542434,3.3966503995462136,147.59015763386736,134.0035560356825,144.96053150581034,4.961262975033909,129.262283923759,0.028845573144142538,128.90715071057764,0.0056417862110553114,132.37858545361254,0.002861522660286355
2021-11-02,144.8094024658203,146.92050170898438,144.64100646972656,145.86300659179688,145.86300659179688,21150000,GOOG,144.1298566545759,141.37295241582962,-1.0445670877586508,3.3405661697482523,148.05408475532613,134.6918200763331,145.5621815631368,4.975788513707095,130.1789145002004,0.029305567711791932,131.1727862251569,0.004465468657629561,135.82699649451737,0.0024274308106722576
2021-11-03,146.27499389648438,146.91050720214844,145.05349731445312,146.7899932861328,146.7899932861328,17886000,GOOG,145.275142124721,141.87833295549666,-1.116124784445276,3.370661819329559,148.61965659415577,135.13700931683755,146.38072271180175,4.982167184065099,131.0946180787592,0.029567292715743047,133.40335744289516,0.003214292602942217,139.07412279721538,0.0018775977260343836
2021-11-04,147.1999969482422,149.9499969482422,146.63499450683594,148.68299865722656,148.68299865722656,24700000,GOOG,146.5624280657087,142.41780889601935,-1.1344171233705822,3.5990560853519438,149.61592106672325,135.21969672531546,147.91557334208557,4.995068075648793,132.00648969551062,0.029632471116764935,135.57664458809398,0.0019217913866573623,142.05647482644977,0.0012467071551951576
2021-11-05,149.35350036621094,150.5707550048828,148.65199279785156,149.24099731445312,149.24099731445312,20408000,GOOG,146.96435546875,142.89664204915366,-1.4036362027929101,3.838184632933444,150.57301131502055,135.22027278328676,148.79918932366408,4.998839309655857,132.9116335735215,0.02950402989980914,137.67160515950533,0.0006205953504003942,144.7196615373719,0.0005708315392690539
2021-11-08,150.0,151.0345001220703,149.1199951171875,149.35150146484375,149.35150146484375,18388000,GOOG,147.42471313476562,143.3392849876767,-1.6905432299444385,3.9514870226910794,151.24225903305887,135.43631094229454,149.16739741778386,4.999584467783312,133.80717840887377,0.029186026327544957,139.6686877812671,-0.0006581590392281394,147.0201261972562,-0.00011403498571421968
2021-11-09,149.74600219726562,150.3784942626953,147.5070037841797,149.24850463867188,149.24850463867188,16876000,GOOG,147.5644291469029,143.8345707484654,-1.8732563274595009,3.798852399676935,151.43227554781927,136.23686594911155,149.22146889837586,4.998889951072642,134.69029219551982,0.028683571600287592,141.5501154039196,-0.0018853039611493188,148.92647270291042,-0.000773202331148968
2021-11-10,148.00975036621094,148.6999969482422,145.3249969482422,146.62600708007812,146.62600708007812,22708000,GOOG,147.97185843331474,144.3066188267299,-1.949517718495855,3.5299155078054616,151.3664498423408,137.246787811119,147.49116101951068,4.981041739867404,135.55819652671084,0.02800275316919322,143.30013297129094,-0.0030340171350922806,150.4203311964941,-0.0013743340005264477
2021-11-11,147.10699462890625,148.5022430419922,146.6945037841797,146.7480010986328,146.7480010986328,12464000,GOOG,148.09828622000558,144.7279525030227,-1.8540378533320165,3.4753651250515465,151.6786827531258,137.7772222529196,146.99572107225876,4.981879110547416,136.40818032044888,0.027150556784103407,144.90521533789354,-0.004080119588948197,151.49673041549917,-0.0018883842461541844
2021-11-12,147.8314971923828,149.8594970703125,146.45399475097656,149.64549255371094,149.64549255371094,17048000,GOOG,148.50621468680245,145.1200234549386,-1.639070156412373,3.5431726975674245,152.20636885007346,138.03367805980375,148.7622353932269,5.001564226439538,137.2376129250959,0.026134789190380522,146.35423199285873,-0.005002311876955198,152.16396428998755,-0.002290474703617774
2021-11-15,150.0,150.4770050048828,148.65249633789062,149.38800048828125,149.38800048828125,16248000,GOOG,148.606929234096,145.487309047154,-1.785654030815465,3.6113819866720993,152.7100730204982,138.2645450738098,149.17941212326312,4.999830468220607,138.04395656889778,0.024964002225365056,147.63856600391395,-0.005782364030320682,152.44296097220388,-0.0025607429019674417
2021-11-16,149.17050170898438,149.83250427246094,148.35000610351562,149.0760040283203,149.0760040283203,17254000,GOOG,148.58335876464844,145.77852376302084,-1.7844423583169942,3.6648917784450696,153.10830731991098,138.4487402061307,149.11047339330125,4.997725682679095,138.82477812376226,0.023647418908538647,148.7521855190557,-0.006405271534327509,152.3661828683739,-0.002685170002909659
2021-11-17,149.22900390625,149.62600708007812,148.56300354003906,149.06199645996094,149.06199645996094,15290000,GOOG,148.54200090680803,146.02804710751488,-1.7743305206138302,3.6357539470146922,153.29955500154426,138.7565392134855,149.07815543774106,4.997631081051835,139.5777601592104,0.022194861972938355,149.69166713304423,-0.0068593862724508434,151.97610546616193,-0.0026563659466499676
2021-11-18,149.14599609375,151.61000061035156,148.99850463867188,150.70899963378906,150.70899963378906,26658000,GOOG,148.75064304896765,146.4229997907366,-1.605141239254408,3.674324396676173,153.77164858408895,139.07435099738427,150.16538490177308,5.008693407412762,140.3007112670675,0.020616685150799063,150.45617141813403,-0.0071365278881758976,151.32333998534097,-0.002474258688340273
2021-11-19,151.0,151.85000610351562,149.8874969482422,149.95249938964844,149.95249938964844,19766000,GOOG,149.2258562360491,146.7645234607515,-1.781144385815196,3.22506182267175,153.214647106095,140.314399815408,150.02346122702332,5.00362745907657,140.99157564125426,0.018923707404997974,151.04737191046294,-0.007232077549535972,150.46447937173448,-0.002146603416953765
2021-11-22,150.14175415039062,150.7445068359375,147.0054931640625,147.07850646972656,147.07850646972656,24608000,GOOG,149.2730712890625,147.16707138788132,-2.003558046753483,2.5509971524161124,152.26906569271355,142.0650770830491,148.06015805549214,4.984144192737208,141.64844190007085,0.017127150190196186,151.469339811974,-0.007145052777849354,149.45975825590853,-0.0016892023837029929
2021-11-23,147.11300659179688,147.69400024414062,144.88949584960938,146.7570037841797,146.7570037841797,18126000,GOOG,148.86043003627233,147.54726228259858,-1.7489845024083763,1.7648480567977125,151.07695839619402,144.01756616900315,147.19138854128383,4.981940877483825,142.26955114073212,0.01523857773366907,151.72838758945747,-0.0068781589203017945,148.37062468380526,-0.0011257129204071531
2021-11-24,146.35000610351562,147.0,145.19900512695312,146.71749877929688,146.71749877929688,16464000,GOOG,148.4789297921317,147.8827623639788,-1.4193409082516268,1.7529096803659043,151.3885817247106,144.376943003247,146.8754620332925,4.981669807426051,142.85330421770226,0.013269840245357403,151.83287550442336,-0.006437810106650312,147.25732431928373,-0.00048692812461896665
2021-11-26,145.0155029296875,145.2969970703125,142.48550415039062,142.80599975585938,142.80599975585938,16992000,GOOG,147.58321489606584,147.71030970982142,-1.238042631926902,2.064874774064336,151.8400592579501,143.58056016169274,144.1624871816704,4.954459924598266,143.39826823768635,0.01123301989904651,151.79298586778782,-0.005834110248971883,146.17659621564442,0.0001905516670060265
2021-11-29,144.29849243164062,146.86199951171875,144.29849243164062,146.11399841308594,146.11399841308594,26276000,GOOG,147.16207231794084,147.70959545317152,-0.7417264120557263,2.0945209148678834,151.8986372829073,143.52055362343575,145.46349466928075,4.9775196294827415,143.90318226504368,0.009140379371010948,151.6204704604385,-0.005080782957117353,145.1795731600624,0.0008662751569252839
2021-11-30,145.45025634765625,146.6284942626953,142.0659942626953,142.45199584960938,142.45199584960938,41590000,GOOG,145.98250034877233,147.43252418154762,-0.7824803787444523,2.240127601855008,151.91277938525764,142.9522689778376,143.45582878949983,4.951960407578109,144.36696223198211,0.007004312678070793,151.32837707471157,-0.004195038308883847,144.30996926115364,0.001498453693803478
2021-12-01,144.21249389648438,146.4991455078125,141.5,141.6179962158203,141.6179962158203,28476000,GOOG,144.79185703822546,147.3298572358631,-0.7132465540493058,2.5888694195136117,152.50759607489033,142.15211839683587,142.2306070737135,4.94604696703089,144.7887050482325,0.004837298022894798,150.9307614948842,-0.003197364401427243,143.60262339542479,0.0020468602413137916
2021-12-02,141.82400512695312,144.6750030517578,140.98199462890625,143.77650451660156,143.77650451660156,21250000,GOOG,144.3201424734933,147.23049999418714,-0.14799883895213384,2.7112387252816474,152.65297744475043,141.80802254362385,143.2612053689722,4.96128050217078,145.16769190506852,0.0026518523296853794,150.4423914322593,-0.002111232680729691,143.08245013837342,0.0024758487554448986
2021-12-03,144.49549865722656,145.21299743652344,141.14999389648438,142.52049255371094,142.52049255371094,26688000,GOOG,143.71492658342635,147.02719043550036,-0.1880532221531439,2.884737963663156,152.79666636282667,141.25771450817405,142.76739682546471,4.95244453029849,145.50339076857475,0.00046048713729274297,149.87844895189687,-0.0009627083281375756,142.76383087809543,0.0027571691972235386
2021-12-06,143.57400512695312,144.35150146484375,140.64700317382812,143.79649353027344,143.79649353027344,22198000,GOOG,143.29764011928015,146.79449971516928,-0.000953306234947604,2.9133573901440366,152.62121449545737,140.9677849348812,143.4534612953372,4.961420494493872,145.79545805703802,-0.0017243344913676188,149.25423776879546,0.0002200394574098825,142.6504580478859,0.0028722471814618075
2021-12-07,145.9499969482422,148.3000030517578,145.70249938964844,148.0364990234375,148.0364990234375,23258000,GOOG,144.04485430036272,146.73714265369233,0.10470391105025101,2.864129353359095,152.4654013604105,141.00888394697415,146.5088197807374,4.990680848635657,146.04373949728944,-0.0038902403855562307,148.58490145369248,0.001407327636805971,142.73562589379952,0.002813652907632093
2021-12-08,148.3314971923828,149.156494140625,147.1999969482422,148.7205047607422,148.7205047607422,18964000,GOOG,144.4172123500279,146.70709519159226,-0.10441409066220331,2.8408330044465324,152.38876120048533,141.02542918269918,147.98327643407393,4.995322006988694,146.24827015480443,-0.006024991344520375,147.88515808325198,0.002568644427337642,143.0029428308327,0.002585593054103657
