Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,MA7,MA21,MACD,20SD,upper_band,lower_band,EMA,logmomentum,absolute of 3 comp,angle of 3 comp,absolute of 6 comp,angle of 6 comp,absolute of 9 comp,angle of 9 comp
2021-10-28,237.0,237.94000244140625,232.77999877929688,236.8300018310547,236.8300018310547,14288300,PYPL,243.37428501674108,255.970951625279,-0.6661330324156722,11.286884271008933,278.5447201672969,233.39718308326115,237.19730772229158,5.463111214238074,154.7184065207653,0.027019909918667817,162.1736437757535,0.02031104607119958,166.4876335145812,0.016959779166805623
2021-10-29,235.42999267578125,238.8999938964844,231.7100067138672,232.58999633789065,232.58999633789065,13010800,PYPL,239.69285801478796,254.6557137625558,0.25342480765738173,12.197588495421307,279.0508907533984,230.2605367717132,234.12576679925976,5.44496855106083,157.4678689717653,0.02811510037401108,168.24989906293197,0.018082861269926684,176.15031450842912,0.014927207656997918
2021-11-01,232.6999969482422,233.5500030517578,230.19000244140625,231.27999877929688,231.27999877929688,14054900,PYPL,237.9885711669922,253.06666637602308,1.2476745902478399,13.221331678594243,279.5093297332116,226.6240030188346,232.22858811926434,5.439295954506657,160.1944525611226,0.028994512964483136,174.09617731656263,0.015570775929805243,185.26561124001202,0.012305729633873084
2021-11-02,232.5399932861328,232.7610015869141,227.8000030517578,229.4600067138672,229.4600067138672,12676700,PYPL,236.42571585518974,251.8500002906436,1.8653819765474964,14.096120463277236,280.04224121719807,223.65775936408915,230.38286718232635,5.431361169693296,162.89134521962688,0.02966176875398493,179.65179950646214,0.012845832804948476,193.63536041516565,0.009272367351286219
2021-11-03,228.3300018310547,230.8999938964844,225.30999755859372,230.3800048828125,230.3800048828125,14178000,PYPL,234.06857299804688,250.43238176618303,3.0240419419507134,14.514089038986212,279.46055984415545,221.4042036882106,230.3809589826504,5.435380038223378,165.5517282745949,0.030121376084835172,184.8609976062614,0.009974810094346422,201.08604044217068,0.005992257409565641
2021-11-04,231.6100006103516,231.9199981689453,225.0,228.22000122070312,228.22000122070312,14158900,PYPL,231.95714460100447,248.72571527390252,3.2334658748675054,14.891871514526548,278.50945830295564,218.94197224484944,228.940320474685,5.425918716514099,168.16880477975158,0.030378627334965293,189.67384517541814,0.007020267925291523,207.47483082063397,0.002618333802698379
2021-11-05,230.0,230.4199981689453,224.6000061035156,225.77999877929688,225.77999877929688,16665600,PYPL,230.64857264927454,246.92761957077752,3.3650256437945814,15.393247915033252,277.71411540084404,216.141123740711,226.83343934442598,5.415122140659464,170.735827623525,0.030439503303860804,194.04707926072322,0.004040759709930652,212.69445687637227,-0.0007080184560737751
2021-11-08,227.9600067138672,230.97000122070312,226.25,229.4199981689453,229.4199981689453,23213900,PYPL,229.59000069754464,245.46857198079428,4.00195961806557,15.687960672418956,276.8444933256322,214.09265063595637,228.55781189410564,5.431186031606286,173.24612729863279,0.03031058538709826,197.94479797610268,0.0010911234568895577,216.67662342748594,-0.0038560706149448278
2021-11-09,212.3999938964844,212.3999938964844,200.67999267578125,205.4199981689453,205.4199981689453,63995100,PYPL,225.7085723876953,243.10523841494606,4.875108119282032,17.765676148922182,278.6365907127904,207.5738861171017,213.13260274399855,5.3201766919436135,175.69313922207422,0.029998975526302048,201.33902035824798,-0.0017772104353483413,219.39389977587945,-0.006705118479924244
2021-11-10,204.1000061035156,208.1999969482422,202.77999877929688,204.63999938964844,204.63999938964844,23585900,PYPL,221.9028581891741,240.66666666666666,6.638333618910792,19.332258642881026,279.3311839524287,202.0021493809046,207.47086717443176,5.316353726036927,178.07043050026166,0.029512223783149227,204.21009766512927,-0.004515942373505763,220.8599838908014,-0.009144467001046324
